job_id,job_title,company,location,experience,salary,work_mode,employment_type,skills,posted_date,description
JOB_00027,Full Stack Developer,Company II,Gurgaon,8-12 years,₹17.5L - ₹22.1L,On-site,Contract,"PyTorch, Python, SQL",2025-10-13,"We are looking for a highly skilled Full Stack Developer to join our engineering team. Required skills include MySQL, PYTHON, pytorch. Apply now to join Company II."
JOB_00552,Frontend Developer,Unknown,Chennai,0-1 years,₹9.0L - ₹11.5L,On-site,Part-time,"JavaScript, PyTorch, React",2025-12-21,"We are looking for a highly skilled Frontend Developer to join our engineering team. Required skills include Javascript, React, pytorch. Apply now to join our fast-growing startup."
JOB_07477,Backend Developer,Company P,Chennai,1-5 years,₹8.6L - ₹13.5L,Hybrid,Full-time,"Azure, Docker, Node.js, SQL, Spring Boot",2026-03-24,"We are looking for a highly skilled Backend Developer to join our engineering team. Required skills include Node, Spring Boot, Oracle, azure, Docker. Apply now to join Company P."
JOB_03027,Data Scientist,Company O,Delhi NCR,1-3 years,₹19.9L - ₹23.9L,Remote,Part-time,"Python, SQL, Statistics, TensorFlow",2026-03-03,"We are looking for a highly skilled Data Scientist to join our engineering team. Required skills include MySQL, Stats, Python, TF. Apply now to join Company O."
JOB_08732,Database Administrator,Company O,Chennai,4-8 years,₹11.8L - ₹14.1L,On-site,Contract,"C++, Python, SQL",2026-07-10,"We are looking for a highly skilled Database Administrator to join our engineering team. Required skills include Python 3, PostgreSQL, CPP. Apply now to join Company O."
JOB_00897,Cybersecurity Analyst,Company L,Gurgaon,6-7 years,₹21.2L - ₹25.9L,Remote,Full-time,"AWS, JavaScript, Python, React, SQL",2026-08-07,"We are looking for a highly skilled Cybersecurity Analyst to join our engineering team. Required skills include Python, MySQL, Javascript, aws, React. Apply now to join Company L."
JOB_06013,Data Engineer,Company DD,Noida,8-9 years,₹19.9L - ₹22.7L,Remote,Part-time,"AWS, MongoDB, Python, SQL, Statistics",2026-04-27,"We are looking for a highly skilled Data Engineer to join our engineering team. Required skills include Stats, Oracle, python, mongodb, AWS. Apply now to join Company DD."
JOB_03133,MERN Stack Engineer,Company X,Pune,3-6 years,₹12.0L - ₹16.6L,Hybrid,Contract,"AWS, Azure, Express.js, MongoDB",2026-09-07,"We are looking for a highly skilled MERN Stack Engineer to join our engineering team. Required skills include mongodb, Express.js, azure, Amazon Web Services. Apply now to join Company X."
JOB_05439,Cloud Engineer,Company P,Noida,8-9 years,₹27.4L - ₹31.6L,Hybrid,Full-time,"Azure, Docker, GCP, React, Statistics",2026-05-28,"We are looking for a highly skilled Cloud Engineer to join our engineering team. Required skills include azure, GCP, Docker, ReactJS, Statistics. Apply now to join Company P."
JOB_02338,Database Administrator,Company FF,Kolkata,7-10 years,₹18.4L - ₹21.6L,Remote,Part-time,"AWS, C#, SQL, Statistics",2025-11-10,"We are looking for a highly skilled Database Administrator to join our engineering team. Required skills include MS SQL, Statistics, C#, Amazon AWS. Apply now to join Company FF."
JOB_05986,QA Engineer,Company EE,Unknown,8-11 years,₹14.6L - ₹16.8L,Hybrid,Part-time,"Azure, JavaScript, MongoDB, Python, SQL",2025-12-24,"We are looking for a highly skilled QA Engineer to join our engineering team. Required skills include Python, Vanilla JS, MySQL, Azure, mongodb. Apply now to join Company EE."
JOB_08247,Frontend Developer,Unknown,Noida,0-1 years,,Remote,Full-time,"JavaScript, Kubernetes, React, SQL",2026-07-08,"We are looking for a highly skilled Frontend Developer to join our engineering team. Required skills include JS, ReactJS, SQL, Kubernetes. Apply now to join our fast-growing startup."
JOB_07569,MERN Stack Engineer,Company A,Unknown,6-8 years,₹28.3L - ₹32.6L,On-site,Contract,"Express.js, Java, MongoDB, Node.js, React",2025-12-17,"We are looking for a highly skilled MERN Stack Engineer to join our engineering team. Required skills include mongodb, Express, ReactJS, NodeJS, JAVA. Apply now to join Company A."
JOB_05394,Machine Learning Engineer,Unknown,Kolkata,6-8 years,₹24.1L - ₹28.0L,On-site,Full-time,"Docker, Java, Python, SQL, Statistics",2026-04-14,"We are looking for a highly skilled Machine Learning Engineer to join our engineering team. Required skills include Python 3, SQL, Statistics, Core Java, Docker. Apply now to join our fast-growing startup."
JOB_09768,Software Engineer,Company S,Pune,2-5 years,₹12.5L - ₹15.2L,On-site,Full-time,"Express.js, JavaScript, Python, SQL, TensorFlow",2026-05-09,"We are looking for a highly skilled Software Engineer to join our engineering team. Required skills include MySQL, JavaScript, Python 3, Express.js, TF. Apply now to join Company S."
JOB_00608,Full Stack Developer,Company R,Hyderabad,0-2 years,₹6.0L - ₹9.7L,On-site,Contract,"JavaScript, Node.js, Python, SQL",2026-03-15,"We are looking for a highly skilled Full Stack Developer to join our engineering team. Required skills include Javascript, PYTHON, Oracle, Node.js. Apply now to join Company R."
JOB_04834,Machine Learning Engineer,Unknown,Noida,4-7 years,₹16.5L - ₹18.9L,Hybrid,Full-time,"Excel, JavaScript, Python, SQL, Statistics",2026-08-02,"We are looking for a highly skilled Machine Learning Engineer to join our engineering team. Required skills include MS SQL, Python, Stats, JS, excel. Apply now to join our fast-growing startup."
JOB_07817,Site Reliability Engineer,Company B,Noida,4-8 years,₹24.9L - ₹29.4L,On-site,Part-time,"Azure, Express.js, JavaScript, SQL",2026-03-05,"We are looking for a highly skilled Site Reliability Engineer to join our engineering team. Required skills include MS SQL, Javascript, MS Azure, Express. Apply now to join Company B."
JOB_02225,DevOps Engineer,Company P,Kolkata,6-9 years,₹26.6L - ₹31.4L,Remote,Part-time,"Docker, GCP, Kubernetes, Machine Learning",2026-09-02,"We are looking for a highly skilled DevOps Engineer to join our engineering team. Required skills include kubernetes, docker, gcp, Machine learning. Apply now to join Company P."
JOB_01307,Cloud Engineer,Company DD,Bengaluru,7-11 years,₹23.0L - ₹27.8L,Hybrid,Part-time,"Azure, Docker, GCP, Kubernetes, Statistics",2026-09-15,"We are looking for a highly skilled Cloud Engineer to join our engineering team. Required skills include docker, Azure, kubernetes, GCP, Statistics. Apply now to join Company DD."
JOB_08026,QA Engineer,Unknown,Gurgaon,1-4 years,₹5.2L - ₹8.5L,Hybrid,Contract,"JavaScript, Machine Learning, Python, SQL, Tableau",2025-12-17,"We are looking for a highly skilled QA Engineer to join our engineering team. Required skills include Oracle, JS, python, Tableau, Machine learning. Apply now to join our fast-growing startup."
JOB_04049,Data Scientist,Unknown,Pune,7-8 years,₹17.4L - ₹19.6L,Remote,Part-time,"Express.js, MongoDB, Python, SQL, Statistics",2025-12-09,"We are looking for a highly skilled Data Scientist to join our engineering team. Required skills include MySQL, PYTHON, Stats, mongodb, Express. Apply now to join our fast-growing startup."
JOB_05677,Cloud Engineer,Unknown,Mumbai,4-8 years,₹15.1L - ₹19.0L,On-site,Full-time,"AWS, Express.js, Kubernetes",2025-10-04,"We are looking for a highly skilled Cloud Engineer to join our engineering team. Required skills include K8s, Amazon AWS, Express. Apply now to join our fast-growing startup."
JOB_02044,Data Analyst,Company HH,Chennai,2-6 years,₹6.4L - ₹11.3L,Hybrid,Part-time,"Kubernetes, Python, React, SQL, Statistics",2026-01-06,"We are looking for a highly skilled Data Analyst to join our engineering team. Required skills include Oracle, PYTHON, Statistics, react, Kubernetes. Apply now to join Company HH."
JOB_04228,Data Engineer,Unknown,Chennai,3-5 years,₹9.1L - ₹12.2L,Hybrid,Full-time,"Node.js, Python, SQL, Statistics",2026-08-25,"We are looking for a highly skilled Data Engineer to join our engineering team. Required skills include Python, Statistics, MS SQL, NodeJS. Apply now to join our fast-growing startup."
JOB_06247,QA Engineer,Company K,Kolkata,2-5 years,₹8.4L - ₹13.1L,Hybrid,Part-time,"C++, JavaScript, Python, SQL",2026-04-27,"We are looking for a highly skilled QA Engineer to join our engineering team. Required skills include SQL, Javascript, PYTHON, C++. Apply now to join Company K."
JOB_01767,MERN Stack Engineer,Unknown,Gurgaon,0-4 years,₹9.8L - ₹13.0L,Remote,Full-time,"Docker, Express.js, Kubernetes, MongoDB, Node.js, React",2026-05-01,"We are looking for a highly skilled MERN Stack Engineer to join our engineering team. Required skills include NodeJS, React.js, mongodb, Express, Kubernetes, docker. Apply now to join our fast-growing startup."
JOB_05695,Machine Learning Engineer,Company W,Chennai,2-3 years,₹11.8L - ₹15.4L,On-site,Full-time,"Docker, Machine Learning, Python, Statistics",2025-12-12,"We are looking for a highly skilled Machine Learning Engineer to join our engineering team. Required skills include Stats, Python 3, ML, docker. Apply now to join Company W."
JOB_05708,Frontend Developer,Company R,Hyderabad,5-7 years,₹16.0L - ₹20.3L,On-site,Full-time,"JavaScript, React, TensorFlow",2025-12-16,"We are looking for a highly skilled Frontend Developer to join our engineering team. Required skills include React, JS, tensorflow. Apply now to join Company R."
JOB_06713,Cybersecurity Analyst,Company Q,Mumbai,2-3 years,₹12.4L - ₹16.7L,On-site,Part-time,"C++, JavaScript, Python, SQL",2026-05-30,"We are looking for a highly skilled Cybersecurity Analyst to join our engineering team. Required skills include MySQL, Python 3, Vanilla JS, c++. Apply now to join Company Q."
JOB_04222,Software Engineer,Company T,Kolkata,8-10 years,₹17.5L - ₹20.6L,Hybrid,Part-time,"AWS, JavaScript, Python, SQL",2026-07-09,"We are looking for a highly skilled Software Engineer to join our engineering team. Required skills include Vanilla JS, MS SQL, python, aws. Apply now to join Company T."
JOB_05780,MERN Stack Engineer,Company E,Mumbai,4-7 years,₹13.7L - ₹17.6L,Hybrid,Part-time,"C++, Express.js, MongoDB, Node.js, React",2026-08-17,"We are looking for a highly skilled MERN Stack Engineer to join our engineering team. Required skills include Express, Mongo, ReactJS, NodeJS, CPP. Apply now to join Company E."
JOB_02509,DevOps Engineer,Company GG,Mumbai,0-2 years,₹16.8L - ₹19.9L,On-site,Part-time,"AWS, Docker, Kubernetes, Node.js",2026-05-19,"We are looking for a highly skilled DevOps Engineer to join our engineering team. Required skills include K8s, docker, Amazon AWS, node.js. Apply now to join Company GG."
JOB_02667,MERN Stack Engineer,Company II,Bengaluru,8-11 years,₹30.2L - ₹33.8L,On-site,Part-time,"AWS, Express.js, MongoDB, Node.js, React",2025-10-06,"We are looking for a highly skilled MERN Stack Engineer to join our engineering team. Required skills include Mongo, Node.js, react, Express.js, aws. Apply now to join Company II."
JOB_08564,Site Reliability Engineer,Unknown,Unknown,3-4 years,₹24.6L - ₹27.5L,On-site,Contract,"Express.js, JavaScript, MongoDB, Python, SQL",2025-09-21,"We are looking for a highly skilled Site Reliability Engineer to join our engineering team. Required skills include SQL, Python 3, Javascript, Express.js, Mongo. Apply now to join our fast-growing startup."
JOB_02172,MERN Stack Engineer,Company V,Unknown,3-5 years,₹23.2L - ₹27.1L,Hybrid,Full-time,"MongoDB, Node.js, React",2026-03-10,"We are looking for a highly skilled MERN Stack Engineer to join our engineering team. Required skills include Mongo, NodeJS, ReactJS. Apply now to join Company V."
JOB_06390,MERN Stack Engineer,Company Y,Hyderabad,7-10 years,₹20.2L - ₹24.1L,Remote,Contract,"Excel, Express.js, MongoDB, Node.js, React, TensorFlow",2026-05-11,"We are looking for a highly skilled MERN Stack Engineer to join our engineering team. Required skills include Node, Express, MongoDB, React.js, Excel, tensorflow. Apply now to join Company Y."
JOB_08831,Data Engineer,Company II,Bengaluru,4-6 years,₹13.0L - ₹17.1L,Remote,Contract,"Node.js, Python, SQL, Statistics",2026-07-21,"We are looking for a highly skilled Data Engineer to join our engineering team. Required skills include python, Statistics, MySQL, Node. Apply now to join Company II."
JOB_03343,Frontend Developer,Company A,Hyderabad,5-7 years,₹14.0L - ₹18.6L,On-site,Part-time,"C#, JavaScript, React, SQL",2026-05-29,"We are looking for a highly skilled Frontend Developer to join our engineering team. Required skills include ReactJS, JS, SQL, C#. Apply now to join Company A."
JOB_01776,Backend Developer,Company E,Noida,3-4 years,₹16.3L - ₹19.7L,Hybrid,Contract,"Java, Node.js, PyTorch, SQL",2026-04-24,"We are looking for a highly skilled Backend Developer to join our engineering team. Required skills include NodeJS, PostgreSQL, Java, pytorch. Apply now to join Company E."
JOB_09028,Backend Developer,Company M,Kolkata,1-4 years,₹7.4L - ₹11.3L,Hybrid,Full-time,"Java, MongoDB, Node.js, PyTorch, SQL",2026-08-04,"We are looking for a highly skilled Backend Developer to join our engineering team. Required skills include SQL, Core Java, node.js, pytorch, Mongo. Apply now to join Company M."
JOB_07432,Cybersecurity Analyst,Company R,Hyderabad,8-9 years,₹17.6L - ₹21.5L,On-site,Contract,"Excel, JavaScript, Python, SQL",2026-03-12,"We are looking for a highly skilled Cybersecurity Analyst to join our engineering team. Required skills include Javascript, Python 3, MySQL, MS Excel. Apply now to join Company R."
JOB_01996,Data Analyst,Company N,Delhi NCR,0-1 years,₹9.0L - ₹11.3L,Hybrid,Full-time,"Excel, Python, SQL, Statistics",2026-01-12,"We are looking for a highly skilled Data Analyst to join our engineering team. Required skills include PYTHON, SQL, Statistics, Excel. Apply now to join Company N."
JOB_01902,Data Engineer,Company K,Noida,2-6 years,₹11.3L - ₹15.5L,On-site,Contract,"Python, React, SQL, Statistics",2026-05-06,"We are looking for a highly skilled Data Engineer to join our engineering team. Required skills include MS SQL, PYTHON, Stats, React.js. Apply now to join Company K."
JOB_08973,Data Engineer,Company Y,Kolkata,5-7 years,₹18.0L - ₹20.3L,Remote,Full-time,"Node.js, Python, SQL, Statistics",2026-07-12,"We are looking for a highly skilled Data Engineer to join our engineering team. Required skills include Python, Statistics, MS SQL, NodeJS. Apply now to join Company Y."
JOB_00604,Cloud Engineer,Company I,Noida,5-7 years,₹29.4L - ₹32.6L,On-site,Contract,"AWS, Azure, C++, Power BI",2026-06-22,"We are looking for a highly skilled Cloud Engineer to join our engineering team. Required skills include aws, Azure, CPP, power bi. Apply now to join Company I."
JOB_05789,Machine Learning Engineer,Company B,Chennai,4-7 years,₹22.1L - ₹24.7L,Hybrid,Full-time,"C++, Docker, Python, SQL, Statistics",2026-03-14,"We are looking for a highly skilled Machine Learning Engineer to join our engineering team. Required skills include Statistics, PostgreSQL, PYTHON, Docker, c++. Apply now to join Company B."
JOB_09689,Software Engineer,Company X,Delhi NCR,7-9 years,₹14.9L - ₹18.1L,On-site,Part-time,"JavaScript, Node.js, Python, SQL, Tableau",2026-01-04,"We are looking for a highly skilled Software Engineer to join our engineering team. Required skills include JS, SQL, Python, tableau, Node. Apply now to join Company X."
JOB_02486,Backend Developer,Company U,Kolkata,3-7 years,₹11.5L - ₹14.7L,On-site,Contract,"Java, MongoDB, Node.js, SQL",2026-07-16,"We are looking for a highly skilled Backend Developer to join our engineering team. Required skills include node.js, Java, MySQL, mongodb. Apply now to join Company U."
JOB_04492,Cloud Engineer,Company L,Noida,3-5 years,₹19.0L - ₹23.0L,Remote,Part-time,"GCP, Kubernetes, TensorFlow",2025-12-26,"We are looking for a highly skilled Cloud Engineer to join our engineering team. Required skills include K8s, GCP, TensorFlow. Apply now to join Company L."
JOB_00174,MERN Stack Engineer,Company Z,Mumbai,5-7 years,₹18.2L - ₹21.4L,Hybrid,Full-time,"MongoDB, Node.js, PyTorch",2025-12-31,"We are looking for a highly skilled MERN Stack Engineer to join our engineering team. Required skills include MongoDB, Node.js, pytorch. Apply now to join Company Z."
JOB_07938,MERN Stack Engineer,Company H,Chennai,5-6 years,₹22.4L - ₹24.8L,Hybrid,Contract,"Machine Learning, MongoDB, Node.js, Python, React",2026-02-14,"We are looking for a highly skilled MERN Stack Engineer to join our engineering team. Required skills include MongoDB, React.js, node.js, Python, Machine learning. Apply now to join Company H."
JOB_02802,Data Analyst,Company D,Unknown,7-9 years,₹23.4L - ₹27.4L,On-site,Full-time,"C++, Kubernetes, Python, SQL, Statistics",2026-06-08,"We are looking for a highly skilled Data Analyst to join our engineering team. Required skills include Oracle, Statistics, Python, c++, K8s. Apply now to join Company D."
JOB_04749,DevOps Engineer,Company C,Delhi NCR,2-6 years,₹18.5L - ₹23.0L,On-site,Part-time,"Azure, C++, Kubernetes",2026-05-06,"We are looking for a highly skilled DevOps Engineer to join our engineering team. Required skills include azure, kubernetes, C++. Apply now to join Company C."
JOB_05820,DevOps Engineer,Company BB,Noida,1-4 years,₹12.2L - ₹17.0L,Hybrid,Full-time,"AWS, Docker, Power BI, Python",2026-07-12,"We are looking for a highly skilled DevOps Engineer to join our engineering team. Required skills include Amazon Web Services, Docker, Python 3, Power BI. Apply now to join Company BB."
JOB_04431,Business Analyst,Company II,Noida,3-7 years,₹15.6L - ₹19.7L,On-site,Full-time,"JavaScript, MongoDB, Python, SQL",2026-05-14,"We are looking for a highly skilled Business Analyst to join our engineering team. Required skills include Python, MySQL, JS, mongodb. Apply now to join Company II."
JOB_07076,Backend Developer,Company A,Noida,5-8 years,₹19.2L - ₹23.7L,Remote,Full-time,"Express.js, GCP, Java, Node.js, SQL",2026-03-26,"We are looking for a highly skilled Backend Developer to join our engineering team. Required skills include Java, MySQL, Node.js, Express, gcp. Apply now to join Company A."
JOB_00098,Cloud Engineer,Company E,Bengaluru,2-4 years,₹24.4L - ₹27.9L,Remote,Contract,"Docker, Kubernetes, PyTorch",2025-10-12,"We are looking for a highly skilled Cloud Engineer to join our engineering team. Required skills include docker, kubernetes, pytorch. Apply now to join Company E."
JOB_08302,Data Scientist,Company O,Delhi NCR,4-7 years,₹19.3L - ₹22.8L,On-site,Part-time,"Azure, Python, SQL",2026-07-17,"We are looking for a highly skilled Data Scientist to join our engineering team. Required skills include SQL, python, azure. Apply now to join Company O."
JOB_08918,Cloud Engineer,Company P,Kolkata,6-10 years,₹21.3L - ₹24.9L,On-site,Contract,"Azure, Docker, GCP, JavaScript, SQL",2025-10-29,"We are looking for a highly skilled Cloud Engineer to join our engineering team. Required skills include gcp, docker, azure, Javascript, PostgreSQL. Apply now to join Company P."
JOB_03842,MERN Stack Engineer,Company N,Noida,6-10 years,₹19.9L - ₹22.1L,On-site,Part-time,"Express.js, Node.js, React, SQL",2026-06-10,"We are looking for a highly skilled MERN Stack Engineer to join our engineering team. Required skills include express, node.js, SQL, ReactJS. Apply now to join Company N."
JOB_05205,Site Reliability Engineer,Company W,Hyderabad,3-4 years,₹12.0L - ₹14.6L,Remote,Part-time,"JavaScript, Node.js, Python, SQL",2026-03-26,"We are looking for a highly skilled Site Reliability Engineer to join our engineering team. Required skills include JavaScript, SQL, PYTHON, Node. Apply now to join Company W."
JOB_02741,Full Stack Developer,Company V,Unknown,4-6 years,₹10.6L - ₹14.0L,On-site,Contract,"JavaScript, Python, React",2026-02-25,"We are looking for a highly skilled Full Stack Developer to join our engineering team. Required skills include Vanilla JS, PYTHON, React. Apply now to join Company V."
JOB_00353,MERN Stack Engineer,Company BB,Hyderabad,2-3 years,₹21.6L - ₹24.1L,Hybrid,Part-time,"Docker, Express.js, MongoDB, Node.js, React",2026-05-14,"We are looking for a highly skilled MERN Stack Engineer to join our engineering team. Required skills include react, Mongo, Express.js, node.js, docker. Apply now to join Company BB."
JOB_02981,Data Engineer,Company J,Hyderabad,1-3 years,₹9.8L - ₹12.4L,On-site,Contract,"Azure, C++, Python, SQL",2026-05-11,"We are looking for a highly skilled Data Engineer to join our engineering team. Required skills include python, MySQL, Azure, CPP. Apply now to join Company J."
JOB_02518,MERN Stack Engineer,Company FF,Noida,8-12 years,₹19.0L - ₹22.7L,Remote,Part-time,"Express.js, MongoDB, Node.js, React",2026-09-11,"We are looking for a highly skilled MERN Stack Engineer to join our engineering team. Required skills include express, MongoDB, NodeJS, React. Apply now to join Company FF."
JOB_05941,Data Scientist,Company V,Hyderabad,5-8 years,₹28.0L - ₹31.3L,Remote,Contract,"Azure, C#, Python, SQL, Statistics",2026-01-26,"We are looking for a highly skilled Data Scientist to join our engineering team. Required skills include Python 3, PostgreSQL, Stats, C#, azure. Apply now to join Company V."
JOB_05125,Cloud Engineer,Company EE,Hyderabad,6-9 years,₹15.7L - ₹20.2L,On-site,Full-time,"AWS, Express.js, GCP, Kubernetes, Node.js",2025-10-06,"We are looking for a highly skilled Cloud Engineer to join our engineering team. Required skills include K8s, Amazon AWS, gcp, express, node.js. Apply now to join Company EE."
JOB_09977,Machine Learning Engineer,Company U,Chennai,6-8 years,₹24.1L - ₹26.4L,On-site,Contract,"Azure, Machine Learning, Python, SQL, Statistics",2026-04-12,"We are looking for a highly skilled Machine Learning Engineer to join our engineering team. Required skills include Python 3, Oracle, Stats, ML, MS Azure. Apply now to join Company U."
JOB_09619,Cloud Engineer,Company U,Hyderabad,7-8 years,₹24.4L - ₹28.4L,On-site,Contract,"Azure, Docker, Express.js, GCP, Kubernetes, PyTorch",2026-06-12,"We are looking for a highly skilled Cloud Engineer to join our engineering team. Required skills include azure, docker, K8s, GCP, PyTorch, Express.js. Apply now to join Company U."
JOB_03578,MERN Stack Engineer,Company Y,Delhi NCR,4-5 years,₹24.9L - ₹29.2L,Hybrid,Full-time,"Machine Learning, MongoDB, Node.js",2025-09-18,"We are looking for a highly skilled MERN Stack Engineer to join our engineering team. Required skills include node.js, mongodb, ML. Apply now to join Company Y."
JOB_08917,Frontend Developer,Company J,Hyderabad,7-8 years,₹21.4L - ₹24.7L,Hybrid,Contract,"AWS, JavaScript, React, Tableau",2025-12-13,"We are looking for a highly skilled Frontend Developer to join our engineering team. Required skills include React, JS, aws, tableau. Apply now to join Company J."
JOB_00743,Database Administrator,Company II,Pune,7-9 years,₹23.4L - ₹26.2L,On-site,Full-time,"Machine Learning, Python, SQL",2025-10-01,"We are looking for a highly skilled Database Administrator to join our engineering team. Required skills include PostgreSQL, PYTHON, ML. Apply now to join Company II."
JOB_05207,Database Administrator,Company T,Hyderabad,0-1 years,₹9.0L - ₹12.4L,On-site,Contract,"C++, Python, Statistics",2026-03-26,"We are looking for a highly skilled Database Administrator to join our engineering team. Required skills include Python, Statistics, c++. Apply now to join Company T."
JOB_02570,Site Reliability Engineer,Company E,Chennai,0-3 years,₹19.6L - ₹24.3L,Hybrid,Part-time,"JavaScript, Power BI, SQL",2026-03-25,"We are looking for a highly skilled Site Reliability Engineer to join our engineering team. Required skills include SQL, JavaScript, power bi. Apply now to join Company E."
JOB_04980,QA Engineer,Company FF,Kolkata,5-6 years,₹21.0L - ₹24.7L,Remote,Full-time,"Azure, JavaScript, Python, SQL",2026-05-13,"We are looking for a highly skilled QA Engineer to join our engineering team. Required skills include PYTHON, JavaScript, MS SQL, azure. Apply now to join Company FF."
JOB_05537,Site Reliability Engineer,Company V,Hyderabad,6-7 years,,On-site,Part-time,"MongoDB, Power BI, Python, SQL",2025-09-29,"We are looking for a highly skilled Site Reliability Engineer to join our engineering team. Required skills include Oracle, Python 3, Power BI, Mongo. Apply now to join Company V."
JOB_06699,Full Stack Developer,Unknown,Mumbai,3-5 years,₹19.9L - ₹24.9L,Hybrid,Full-time,"Azure, Excel, JavaScript, Python, SQL",2025-10-27,"We are looking for a highly skilled Full Stack Developer to join our engineering team. Required skills include JavaScript, Python, MySQL, azure, excel. Apply now to join our fast-growing startup."
JOB_04504,Site Reliability Engineer,Company AA,Chennai,8-12 years,₹31.6L - ₹35.8L,Remote,Full-time,"Azure, JavaScript, Python, SQL",2026-08-05,"We are looking for a highly skilled Site Reliability Engineer to join our engineering team. Required skills include python, SQL, JS, MS Azure. Apply now to join Company AA."
JOB_05536,DevOps Engineer,Company X,Chennai,6-10 years,₹19.4L - ₹24.2L,On-site,Full-time,"AWS, Azure, Docker, Excel, Kubernetes, MongoDB",2026-02-04,"We are looking for a highly skilled DevOps Engineer to join our engineering team. Required skills include azure, docker, K8s, AWS, MongoDB, Excel. Apply now to join Company X."
JOB_04237,Cybersecurity Analyst,Company C,Chennai,4-7 years,₹11.8L - ₹15.2L,On-site,Contract,"JavaScript, Power BI, Python, SQL",2025-11-10,"We are looking for a highly skilled Cybersecurity Analyst to join our engineering team. Required skills include JS, Python 3, SQL, power bi. Apply now to join Company C."
JOB_04872,Data Analyst,Company HH,Noida,1-3 years,₹6.2L - ₹9.2L,Remote,Part-time,"Node.js, Python, SQL, Statistics",2025-11-10,"We are looking for a highly skilled Data Analyst to join our engineering team. Required skills include Statistics, Python, SQL, NodeJS. Apply now to join Company HH."
JOB_07839,Data Analyst,Company HH,Mumbai,0-3 years,₹6.0L - ₹8.5L,Hybrid,Contract,"Docker, Python, SQL, Statistics",2025-12-19,"We are looking for a highly skilled Data Analyst to join our engineering team. Required skills include python, MySQL, Stats, Docker. Apply now to join Company HH."
JOB_03694,QA Engineer,Company J,Mumbai,0-4 years,₹11.0L - ₹13.3L,Remote,Part-time,"Azure, Docker, JavaScript, Python",2026-09-08,"We are looking for a highly skilled QA Engineer to join our engineering team. Required skills include Python 3, Javascript, azure, docker. Apply now to join Company J."
JOB_03176,Data Engineer,Company V,Chennai,1-3 years,₹11.0L - ₹13.4L,Hybrid,Contract,"Power BI, Python, SQL, Statistics",2026-02-07,"We are looking for a highly skilled Data Engineer to join our engineering team. Required skills include MySQL, Stats, python, power bi. Apply now to join Company V."
JOB_09692,Frontend Developer,Company C,Unknown,0-4 years,₹9.0L - ₹12.8L,Hybrid,Full-time,"Docker, JavaScript, Python, React",2026-04-10,"We are looking for a highly skilled Frontend Developer to join our engineering team. Required skills include JS, React, Python, docker. Apply now to join Company C."
JOB_03973,Machine Learning Engineer,Company G,Mumbai,8-10 years,₹34.4L - ₹39.1L,On-site,Full-time,"Python, React, SQL, Statistics",2025-10-27,"We are looking for a highly skilled Machine Learning Engineer to join our engineering team. Required skills include MySQL, Python 3, Statistics, ReactJS. Apply now to join Company G."
JOB_07001,Cybersecurity Analyst,Company R,Unknown,3-6 years,₹16.6L - ₹18.8L,On-site,Part-time,"JavaScript, PyTorch, Python, SQL",2026-03-02,"We are looking for a highly skilled Cybersecurity Analyst to join our engineering team. Required skills include PostgreSQL, python, JS, PyTorch. Apply now to join Company R."
JOB_01903,QA Engineer,Unknown,Pune,2-5 years,₹14.4L - ₹18.4L,Hybrid,Full-time,"Excel, JavaScript, Python, SQL",2026-01-23,"We are looking for a highly skilled QA Engineer to join our engineering team. Required skills include Vanilla JS, MS SQL, Python, excel. Apply now to join our fast-growing startup."
JOB_07647,Cybersecurity Analyst,Company W,Chennai,6-7 years,,On-site,Full-time,"C#, JavaScript, Python, SQL",2025-09-17,"We are looking for a highly skilled Cybersecurity Analyst to join our engineering team. Required skills include PYTHON, JavaScript, PostgreSQL, .NET. Apply now to join Company W."
JOB_07846,MERN Stack Engineer,Company L,Pune,6-10 years,₹17.1L - ₹20.7L,On-site,Part-time,"C++, Express.js, Node.js, React",2026-07-30,"We are looking for a highly skilled MERN Stack Engineer to join our engineering team. Required skills include ReactJS, Node.js, express, CPP. Apply now to join Company L."
JOB_00188,Data Engineer,Company C,Delhi NCR,7-8 years,₹25.7L - ₹30.5L,Remote,Full-time,"Power BI, SQL, Statistics",2026-05-22,"We are looking for a highly skilled Data Engineer to join our engineering team. Required skills include Oracle, Stats, power bi. Apply now to join Company C."
JOB_09572,Machine Learning Engineer,Company N,Kolkata,7-9 years,₹18.8L - ₹23.0L,On-site,Contract,"Kubernetes, MongoDB, Python, SQL, Statistics",2026-09-05,"We are looking for a highly skilled Machine Learning Engineer to join our engineering team. Required skills include Python 3, SQL, Statistics, K8s, mongodb. Apply now to join Company N."
JOB_05874,Data Engineer,Company L,Kolkata,7-8 years,₹14.9L - ₹18.0L,Remote,Full-time,"Azure, Machine Learning, Python, SQL, Statistics",2026-02-03,"We are looking for a highly skilled Data Engineer to join our engineering team. Required skills include Python 3, Stats, Oracle, Azure, Machine learning. Apply now to join Company L."
JOB_07928,Software Engineer,Company K,Kolkata,4-5 years,₹23.8L - ₹26.3L,Remote,Part-time,"JavaScript, Machine Learning, SQL",2026-04-21,"We are looking for a highly skilled Software Engineer to join our engineering team. Required skills include PostgreSQL, JavaScript, Machine learning. Apply now to join Company K."
